Œê‹å,oŒ»‰ñ”,ˆÈ‰º—ª
i,6,initialize,1,board,2,draw,1,load,1,save,1,is,1,moves,1,remaining,1,declare,1,winner,1,
j,6,initialize,1,board,2,draw,1,load,1,save,1,is,1,moves,1,remaining,1,declare,1,winner,1,
r,4,load,1,take,1,turn,1,is,1,move,2,allowed,1,make,1,
p,2,load,1,menu,1,
name,2,load,1,menu,1,
cp,1,load,1,
board,2,load,1,take,1,turn,1,
l,1,load,1,
piece,3,load,1,is,1,move,2,allowed,1,make,1,
color,1,load,1,
file,1,save,1,
input,2,take,1,turn,1,manage,1,no,1,moves,1,remaining,1,
c,3,take,1,turn,1,is,1,move,2,allowed,1,make,1,
opponent,2,is,1,move,2,allowed,1,make,1,
directions,2,is,1,move,2,allowed,1,make,1,
flip,1,make,1,move,1,
to,1,make,1,move,1,
result,1,opponent,1,valid,1,moves,1,remaining,1,
black,1,declare,1,winner,1,
count,1,declare,1,winner,1,
white,1,declare,1,winner,1,
filename,1,menu,1,
start,1,menu,1,
format,1,menu,1,
game,1,main,1,
