語句,出現回数,以下略
dirname,4,file,1,os,2,image,2,png,1,files,1,sorted,1,glob,1,a,1,
file,1,dirname,1,os,1,
os,2,dirname,2,file,1,png,1,files,1,sorted,1,glob,1,image,1,
image,4,dirname,2,png,1,files,1,sorted,1,glob,1,os,1,img,2,filename,2,
png,1,files,1,sorted,1,glob,1,image,1,dirname,1,os,1,
files,1,png,1,sorted,1,glob,1,image,1,dirname,1,os,1,
sorted,1,png,1,files,1,glob,1,image,1,dirname,1,os,1,
glob,1,png,1,files,1,sorted,1,image,1,dirname,1,os,1,
img,3,filename,2,image,2,text,1,pytesseract,1,
filename,2,img,2,image,2,
text,1,img,1,pytesseract,1,
pytesseract,1,text,1,img,1,
x,2,z,1,y,1,
y,2,z,1,x,1,
z,1,x,1,y,1,
a,3,dirname,1,b,1,
b,1,a,1,
