self,1010,7.960904863245842
x,411,3.2395365334594466
y,353,2.782375660124537
screen,236,1.8601718294317016
score,220,1.7340584850634506
i,188,1.4818317963269487
image,167,1.3163080318436196
font,158,1.2453692756364785
text,158,1.2453692756364785
game,145,1.1429021833372743
rect,133,1.048317175061086
pos,133,1.048317175061086
player,126,0.9931425868999764
board,124,0.977378418853945
event,122,0.9616142508079136
position,119,0.9379679987388666
is,116,0.9143217466698196
color,107,0.8433829904626784
cfg,105,0.8276188224166471
piece,103,0.8118546543706155
enemy,101,0.7960904863245842
img,91,0.7172696460944273
row,88,0.6936233940253803
button,88,0.6936233940253803
group,84,0.6620950579333176
resource,81,0.6384488058642706
loader,81,0.6384488058642706
count,80,0.6305667218412548
j,79,0.6226846378182391
start,79,0.6226846378182391
idx,77,0.6069204697722078
dict,74,0.5832742177031608
clock,74,0.5832742177031608
time,73,0.575392133680145
direction,72,0.5675100496571294
size,70,0.5517458816110979
bullet,69,0.5438637975880822
num,66,0.5202175455190352
width,64,0.5044533774730038
state,63,0.4965712934499882
tip,63,0.4965712934499882
paths,61,0.4808071254039567
left,60,0.4729250413809411
flag,59,0.4650429573579254
key,57,0.4492787893118941
c,57,0.4492787893118941
path,55,0.4335146212658626
data,54,0.425632537242847
height,54,0.425632537242847
boss,51,0.4019862851738
type,51,0.4019862851738
render,50,0.3941042011507843
speed,49,0.3862221171277686
images,49,0.3862221171277686
h,48,0.3783400331047529
next,47,0.3704579490817372
pixel,46,0.3625758650587215
list,45,0.3546937810357058
explosion,44,0.3468116970126901
max,44,0.3468116970126901
info,43,0.3389296129896745
col,43,0.3389296129896745
selected,43,0.3389296129896745
f,42,0.3310475289666588
press,41,0.3231654449436431
value,40,0.3152833609206274
top,39,0.3074012768976117
cell,39,0.3074012768976117
sound,37,0.2916371088515804
screensize,37,0.2916371088515804
line,37,0.2916371088515804
title,37,0.2916371088515804
mouse,36,0.2837550248285647
map,36,0.2837550248285647
fps,35,0.2758729408055489
file,35,0.2758729408055489
right,35,0.2758729408055489
move,34,0.2679908567825333
b,34,0.2679908567825333
sprites,33,0.2601087727595176
r,33,0.2601087727595176
block,33,0.2601087727595176
im,33,0.2601087727595176
background,32,0.2522266887365019
distance,31,0.2443446047134862
name,31,0.2443446047134862
w,31,0.2443446047134862
tile,31,0.2443446047134862
item,30,0.2364625206904705
btn,30,0.2364625206904705
choice,30,0.2364625206904705
index,29,0.2285804366674548
bg,29,0.2285804366674548
sum,28,0.2206983526444392
rootdir,28,0.2206983526444392
win,27,0.2128162686214235
frame,27,0.2128162686214235
label,27,0.2128162686214235
magnitude,26,0.2049341845984078
level,26,0.2049341845984078
new,26,0.2049341845984078
number,26,0.2049341845984078
life,26,0.2049341845984078
bird,25,0.1970521005753921
surface,25,0.1970521005753921
health,25,0.1970521005753921
angle,25,0.1970521005753921
gem,25,0.1970521005753921
operate,24,0.1891700165523764
dir,24,0.1891700165523764
dx,23,0.1812879325293607
vel,23,0.1812879325293607
add,23,0.1812879325293607
scroll,23,0.1812879325293607
dy,23,0.1812879325293607
show,22,0.173405848506345
bgm,22,0.173405848506345
object,22,0.173405848506345
running,22,0.173405848506345
update,21,0.1655237644833294
swipe,21,0.1655237644833294
scores,21,0.1655237644833294
blank,21,0.1655237644833294
screenshot,21,0.1655237644833294
current,21,0.1655237644833294
scan,21,0.1655237644833294
red,21,0.1655237644833294
white,21,0.1655237644833294
bullets,20,0.1576416804603137
last,20,0.1576416804603137
collision,19,0.149759596437298
settings,19,0.149759596437298
wall,19,0.149759596437298
ball,19,0.149759596437298
end,19,0.149759596437298
hero,19,0.149759596437298
tank,19,0.149759596437298
egg,19,0.149759596437298
coord,18,0.1418775124142823
moving,18,0.1418775124142823
options,18,0.1418775124142823
food,18,0.1418775124142823
refill,17,0.1339954283912666
target,17,0.1339954283912666
colors,17,0.1339954283912666
point,17,0.1339954283912666
elem,17,0.1339954283912666
each,17,0.1339954283912666
s,17,0.1339954283912666
sprite,17,0.1339954283912666
paddle,17,0.1339954283912666
total,16,0.1261133443682509
shape,16,0.1261133443682509
id,16,0.1261133443682509
window,16,0.1261133443682509
black,16,0.1261133443682509
shot,16,0.1261133443682509
lines,16,0.1261133443682509
quit,16,0.1261133443682509
counter,16,0.1261133443682509
generate,16,0.1261133443682509
base,16,0.1261133443682509
status,15,0.1182312603452352
positions,15,0.1182312603452352
gameover,15,0.1182312603452352
encounter,15,0.1182312603452352
guess,15,0.1182312603452352
canvas,14,0.1103491763222196
change,14,0.1103491763222196
log,14,0.1103491763222196
border,14,0.1103491763222196
v,14,0.1103491763222196
lbl,14,0.1103491763222196
run,14,0.1103491763222196
bar,14,0.1103491763222196
version,14,0.1103491763222196
missile,14,0.1103491763222196
now,13,0.1024670922992039
menu,13,0.1024670922992039
obstacles,13,0.1024670922992039
signal,13,0.1024670922992039
console,13,0.1024670922992039
g,13,0.1024670922992039
center,13,0.1024670922992039
timer,13,0.1024670922992039
restart,13,0.1024670922992039
events,13,0.1024670922992039
character,13,0.1024670922992039
column,13,0.1024670922992039
all,13,0.1024670922992039
box,13,0.1024670922992039
root,13,0.1024670922992039
collisions,13,0.1024670922992039
coordinate,13,0.1024670922992039
parser,12,0.0945850082761882
pressed,12,0.0945850082761882
highest,12,0.0945850082761882
click,12,0.0945850082761882
active,12,0.0945850082761882
shift,12,0.0945850082761882
continues,12,0.0945850082761882
offset,12,0.0945850082761882
catcher,12,0.0945850082761882
rest,12,0.0945850082761882
blocksize,12,0.0945850082761882
turn,12,0.0945850082761882
