åÍãÂ,èoåªâÒêî,à»â∫ó™
i,6,initialize,1,board,2,show,2,load,1,save,1,is,1,places,1,remaining,1,winner,1,
j,6,initialize,1,board,2,show,2,load,1,save,1,is,1,places,1,remaining,1,winner,1,
r,2,load,1,is,1,place,1,allowed,1,
first,2,load,1,menu,1,
player,2,load,1,menu,1,
name,3,load,1,save,1,menu,1,
second,2,load,1,menu,1,
current,1,load,1,
board,3,load,1,take,1,turn,1,menu,1,
l,1,load,1,
piece,3,load,1,is,1,place,2,allowed,1,make,1,
color,1,load,1,
file,2,save,1,menu,1,
input,2,take,1,turn,1,manage,1,no,1,places,1,remaining,1,
col,2,take,1,turn,1,make,1,place,1,
row,2,take,1,turn,1,make,1,place,1,
command,1,manage,1,no,1,places,1,remaining,1,
opponent,2,is,1,place,2,allowed,1,make,1,
directions,2,is,1,place,2,allowed,1,make,1,
c,1,is,1,place,1,allowed,1,
search,1,make,1,place,1,
flip,1,make,1,place,1,
to,1,make,1,place,1,
result,1,opponent,1,valid,1,places,1,remaining,1,
black,1,show,1,winner,1,
count,1,show,1,winner,1,
white,1,show,1,winner,1,
init,1,menu,1,
format,1,menu,1,
game,1,main,1,
