åÍãÂ,èoåªâÒêî,à»â∫ó™
i,2,opponent,2, piece,1, ,2, current,2,player,2, get,2,piece,2,position,2, black,2, ?,2,w,2,h,2,t,2,e:,2,
t,2,opponent,2, piece,1, ,2, current,2,player,2, get,2,piece,2,position,2, black,2, ?,2,w,2,h,2,i,2,e:,2,
e:,2,opponent,2, piece,1, ,2, current,2,player,2, get,2,piece,2,position,2, black,2, ?,2,w,2,h,2,i,2,t,2,
r,2, row,1, d,2, ,2, r,1,
 row,2,r,1, d,1, ,2,row,1,search,1, direction,1,
 d,4,r,2, row,1, ,4,c,2, col,1, r,1, c,1,
c,2, col,1, d,2, ,2, c,1,
 col,2,c,1, d,1, ,2,col,1,search,1, direction,1,
 r,1,r,1, d,1, ,1,
 c,1,c,1, d,1, ,1,
search,2,row,1, row,1, direction,2, ,2,col,1, col,1,
 direction,2,row,1,search,2, row,1, ,2,col,1, col,1,
flip,2, true,1, ,2,pos,1, to,1,
 true,1,flip,1, ,1,
current,1,player,1, ,1, current,1, first,1, ?second,1,player:first,1,
 ?second,1,current,1,player,1, ,1, current,1, first,1,player:first,1,
player:first,1,current,1,player,1, ,1, current,1, first,1, ?second,1,
show,12,winner,12, black,12,count,12, white,12, i,12, j,12, boardsize,12, ,12,
winner,12,show,12, black,12,count,12, white,12, i,12, j,12, boardsize,12, ,12,
count,12,show,12,winner,12, black,12, white,12, i,12, j,12, boardsize,12, ,12,
 white,13,show,12,winner,12, black,13,count,12, i,12, j,12, boardsize,12, ,13,board,1, new,1,player,1, first,1,name,1,position,1, second,1, init,1,format,1,
first,1,player,1, ,1,
second,1,player,1, ,1,
init,2,board,2,format,2, ,2, sc,1, next,1,int,1,
format,3,init,2,board,3, ,3, sc,1, next,1,int,1, new,1,player,1, first,1,name,1,position,1, black,1, second,1, white,1, init,1,
d,1, directions,1, ,1,
 directions,2,d,1, ,2,direction,1,
direction,1, directions,1, ,1,
pos,1, to,1,flip,1, ,1,
 p,1,this,1, board,1, new,1,board,1, ,1,
menu,2,input,2, sc,1, next,1,int,1, ,2,
int,2,menu,1,input,1, sc,2, next,2, ,2,init,1,board,1,format,1,
 load,1,board,1, ,1, file,1,name,1,
 file,1,board,1, ,1, load,1,name,1,
 init,1,board,1, new,1,player,1, first,1,name,1, ,1,position,1, black,1, second,1, white,1,format,1,
args,1, ,1,
 name,2,this,2, ,2,
