img,1031,4.509075005466871
y,599,2.619724469713536
blue,577,2.523507544281653
x,552,2.41417012901815
r,504,2.204242291712224
green,490,2.1430133391646624
width,444,1.9418324950798165
height,430,1.8806035425322547
source,413,1.8062541001530723
image,329,1.438880384867702
file,301,1.316422479772578
g,295,1.2901815001093375
dark,284,1.242073037393396
b,281,1.2289525475617755
pink,280,1.2245790509512355
red,275,1.202711567898535
color,265,1.1589766017931336
e,257,1.1239886289088126
result,244,1.067133172971791
i,215,0.9403017712661274
f,214,0.9359282746555871
output,204,0.8921933085501859
c,191,0.8353378526131642
thumbnail,188,0.8222173627815438
yellow,180,0.7872293898972229
light,180,0.7872293898972229
is,166,0.7260004373496611
param,150,0.656024491581019
orange,148,0.6472774983599388
s,143,0.6254100153072382
medium,136,0.5947955390334573
p,136,0.5947955390334573
input,132,0.5773015525912967
d,129,0.5641810627596764
mask,122,0.5335665864858955
u,122,0.5335665864858955
value,119,0.5204460966542751
purple,116,0.5073256068226547
rose,116,0.5073256068226547
name,115,0.5029521102121146
size,112,0.4898316203804942
brown,112,0.4898316203804942
format,109,0.4767111305488739
violet,108,0.4723376339383337
a,107,0.4679641373277936
pale,104,0.4548436474961732
gray,104,0.4548436474961732
deep,104,0.4548436474961732
lavender,104,0.4548436474961732
l,103,0.4504701508856331
out,100,0.4373496610540126
expected,95,0.415482178001312
n,85,0.3717472118959107
j,81,0.3542532254537502
filter,80,0.3498797288432101
os,68,0.2973977695167286
original,66,0.2886507762956483
from,65,0.2842772796851082
magenta,64,0.2799037830745681
french,64,0.2799037830745681
pastel,64,0.2799037830745681
resizer,64,0.2799037830745681
filename,62,0.2711567898534878
intensity,61,0.2667832932429477
max,61,0.2667832932429477
type,60,0.2624097966324076
id,59,0.2580363000218675
dir,58,0.2536628034113273
h,58,0.2536628034113273
folder,58,0.2536628034113273
gold,56,0.2449158101902471
electric,56,0.2449158101902471
temporary,54,0.2361688169691668
white,53,0.2317953203586267
sky,52,0.2274218237480866
carmine,52,0.2274218237480866
min,50,0.2186748305270063
tmp,49,0.2143013339164662
fuchsia,48,0.2099278373059261
bitmap,48,0.2099278373059261
spanish,48,0.2099278373059261
web,48,0.2099278373059261
slate,48,0.2099278373059261
crimson,48,0.2099278373059261
thumbnails,47,0.2055543406953859
pixel,46,0.2011808440848458
iter,46,0.2011808440848458
target,46,0.2011808440848458
version,45,0.1968073474743057
sink,45,0.1968073474743057
count,45,0.1968073474743057
pixels,45,0.1968073474743057
inset,44,0.1924338508637656
taupe,44,0.1924338508637656
m,44,0.1924338508637656
lemon,44,0.1924338508637656
buff,43,0.1880603542532254
o,42,0.1836868576426853
old,42,0.1836868576426853
files,41,0.1793133610321451
crayola,40,0.174939864421605
turquoise,40,0.174939864421605
dest,40,0.174939864421605
orchid,40,0.174939864421605
rgb,40,0.174939864421605
dimension,39,0.1705663678110649
to,38,0.1661928712005248
watermark,38,0.1661928712005248
threshold,38,0.1661928712005248
black,37,0.1618193745899847
silver,36,0.1574458779794445
sea,36,0.1574458779794445
v,36,0.1574458779794445
lime,36,0.1574458779794445
bright,36,0.1574458779794445
persian,36,0.1574458779794445
t,36,0.1574458779794445
destination,33,0.1443253881478241
bottom,33,0.1443253881478241
spring,32,0.139951891537284
freq,32,0.139951891537284
default,32,0.139951891537284
khaki,32,0.139951891537284
factory,32,0.139951891537284
message,32,0.139951891537284
right,31,0.1355783949267439
pipeline,30,0.1312048983162038
vivid,28,0.1224579050951235
rich,28,0.1224579050951235
olive,28,0.1224579050951235
maroon,28,0.1224579050951235
royal,28,0.1224579050951235
pantone,28,0.1224579050951235
sum,28,0.1224579050951235
cyan,28,0.1224579050951235
indigo,28,0.1224579050951235
copper,28,0.1224579050951235
salmon,28,0.1224579050951235
grey,28,0.1224579050951235
peach,28,0.1224579050951235
goldenrod,28,0.1224579050951235
src,27,0.1180844084845834
new,27,0.1180844084845834
write,27,0.1180844084845834
url,26,0.1137109118740433
mean,26,0.1137109118740433
factor,25,0.1093374152635031
raspberry,24,0.104963918652963
liver,24,0.104963918652963
cerulean,24,0.104963918652963
coral,24,0.104963918652963
ruby,24,0.104963918652963
w,24,0.104963918652963
tuscan,24,0.104963918652963
mauve,24,0.104963918652963
canvas,23,0.1005904220424229
paint,23,0.1005904220424229
args,23,0.1005904220424229
orientation,22,0.0962169254318828
context,22,0.0962169254318828
left,21,0.0918434288213426
digest,21,0.0918434288213426
cerise,20,0.0874699322108025
forest,20,0.0874699322108025
drab,20,0.0874699322108025
chestnut,20,0.0874699322108025
tangerine,20,0.0874699322108025
apple,20,0.0874699322108025
position,20,0.0874699322108025
steel,20,0.0874699322108025
bud,20,0.0874699322108025
moss,20,0.0874699322108025
antique,20,0.0874699322108025
puce,20,0.0874699322108025
powder,20,0.0874699322108025
candy,20,0.0874699322108025
mint,20,0.0874699322108025
english,20,0.0874699322108025
plum,20,0.0874699322108025
imperial,20,0.0874699322108025
golden,20,0.0874699322108025
enclosing,20,0.0874699322108025
cadet,20,0.0874699322108025
lilac,20,0.0874699322108025
scaling,19,0.0830964356002624
bit,19,0.0830964356002624
resource,19,0.0830964356002624
sb,19,0.0830964356002624
radius,19,0.0830964356002624
imag,18,0.0787229389897222
sr,18,0.0787229389897222
sa,18,0.0787229389897222
baos,18,0.0787229389897222
sg,18,0.0787229389897222
theta,18,0.0787229389897222
received,18,0.0787229389897222
ratio,17,0.0743494423791821
tan,17,0.0743494423791821
tr,17,0.0743494423791821
k,17,0.0743494423791821
rename,17,0.0743494423791821
international,16,0.069975945768642
beige,16,0.069975945768642
cornflower,16,0.069975945768642
air,16,0.069975945768642
munsell,16,0.069975945768642
blush,16,0.069975945768642
baby,16,0.069975945768642
for,16,0.069975945768642
